Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints,Arena
"Thu, Jan 26, 2023",10:00p,Dallas Mavericks,99.0,Phoenix Suns,95.0,
"Thu, Jan 26, 2023",10:30p,San Antonio Spurs,100.0,Los Angeles Clippers,138.0,
"Fri, Jan 27, 2023",7:00p,Milwaukee Bucks,141.0,Indiana Pacers,131.0,
"Fri, Jan 27, 2023",7:30p,Memphis Grizzlies,100.0,Minnesota Timberwolves,111.0,
"Fri, Jan 27, 2023",8:00p,Orlando Magic,105.0,Miami Heat,110.0,
"Fri, Jan 27, 2023",8:00p,Cleveland Cavaliers,100.0,Oklahoma City Thunder,112.0,
"Fri, Jan 27, 2023",10:00p,Toronto Raptors,117.0,Golden State Warriors,129.0,
"Sat, Jan 28, 2023",3:00p,Denver Nuggets,119.0,Philadelphia 76ers,126.0,
"Sat, Jan 28, 2023",5:30p,New York Knicks,115.0,Brooklyn Nets,122.0,
"Sat, Jan 28, 2023",7:00p,Houston Rockets,117.0,Detroit Pistons,114.0,
"Sat, Jan 28, 2023",7:00p,Chicago Bulls,128.0,Orlando Magic,109.0,
"Sat, Jan 28, 2023",7:30p,Los Angeles Clippers,120.0,Atlanta Hawks,113.0,
"Sat, Jan 28, 2023",8:00p,Sacramento Kings,110.0,Minnesota Timberwolves,117.0,
"Sat, Jan 28, 2023",8:00p,Washington Wizards,113.0,New Orleans Pelicans,103.0,
"Sat, Jan 28, 2023",8:00p,Phoenix Suns,128.0,San Antonio Spurs,118.0,
"Sat, Jan 28, 2023",8:30p,Los Angeles Lakers,121.0,Boston Celtics,125.0,
"Sat, Jan 28, 2023",9:00p,Dallas Mavericks,100.0,Utah Jazz,108.0,
"Sat, Jan 28, 2023",10:00p,Toronto Raptors,123.0,Portland Trail Blazers,105.0,
"Sun, Jan 29, 2023",1:00p,Miami Heat,117.0,Charlotte Hornets,122.0,
"Sun, Jan 29, 2023",6:00p,Indiana Pacers,100.0,Memphis Grizzlies,112.0,
"Sun, Jan 29, 2023",7:00p,Los Angeles Clippers,99.0,Cleveland Cavaliers,122.0,
"Sun, Jan 29, 2023",8:00p,New Orleans Pelicans,110.0,Milwaukee Bucks,135.0,
"Mon, Jan 30, 2023",7:00p,Orlando Magic,119.0,Philadelphia 76ers,109.0,
"Mon, Jan 30, 2023",7:30p,Los Angeles Lakers,104.0,Brooklyn Nets,121.0,
"Mon, Jan 30, 2023",8:00p,Sacramento Kings,118.0,Minnesota Timberwolves,111.0,
"Mon, Jan 30, 2023",8:00p,Golden State Warriors,128.0,Oklahoma City Thunder,120.0,
"Mon, Jan 30, 2023",8:00p,Washington Wizards,127.0,San Antonio Spurs,106.0,
"Mon, Jan 30, 2023",8:30p,Detroit Pistons,105.0,Dallas Mavericks,111.0,
"Mon, Jan 30, 2023",9:00p,Toronto Raptors,106.0,Phoenix Suns,114.0,
"Mon, Jan 30, 2023",10:00p,Atlanta Hawks,125.0,Portland Trail Blazers,129.0,
"Tue, Jan 31, 2023",7:00p,Miami Heat,100.0,Cleveland Cavaliers,97.0,
"Tue, Jan 31, 2023",7:30p,Los Angeles Lakers,129.0,New York Knicks,123.0,
"Tue, Jan 31, 2023",8:00p,Los Angeles Clippers,108.0,Chicago Bulls,103.0,
"Tue, Jan 31, 2023",8:00p,Charlotte Hornets,115.0,Milwaukee Bucks,124.0,
"Tue, Jan 31, 2023",10:00p,New Orleans Pelicans,113.0,Denver Nuggets,122.0,
"Wed, Feb 1, 2023",7:00p,Portland Trail Blazers,122.0,Memphis Grizzlies,112.0,
"Wed, Feb 1, 2023",7:00p,Orlando Magic,94.0,Philadelphia 76ers,105.0,
"Wed, Feb 1, 2023",7:30p,Brooklyn Nets,96.0,Boston Celtics,139.0,
"Wed, Feb 1, 2023",8:00p,Oklahoma City Thunder,106.0,Houston Rockets,112.0,
"Wed, Feb 1, 2023",8:00p,Golden State Warriors,114.0,Minnesota Timberwolves,119.0,
"Wed, Feb 1, 2023",8:00p,Sacramento Kings,119.0,San Antonio Spurs,109.0,
"Wed, Feb 1, 2023",9:00p,Toronto Raptors,128.0,Utah Jazz,131.0,
"Wed, Feb 1, 2023",10:00p,Atlanta Hawks,132.0,Phoenix Suns,100.0,
"Thu, Feb 2, 2023",7:00p,Los Angeles Lakers,112.0,Indiana Pacers,111.0,
"Thu, Feb 2, 2023",7:30p,Memphis Grizzlies,113.0,Cleveland Cavaliers,128.0,
"Thu, Feb 2, 2023",7:30p,Miami Heat,104.0,New York Knicks,106.0,
"Thu, Feb 2, 2023",8:00p,Charlotte Hornets,98.0,Chicago Bulls,114.0,
"Thu, Feb 2, 2023",8:30p,New Orleans Pelicans,106.0,Dallas Mavericks,111.0,
"Thu, Feb 2, 2023",9:00p,Golden State Warriors,117.0,Denver Nuggets,134.0,
"Thu, Feb 2, 2023",10:00p,Los Angeles Clippers,105.0,Milwaukee Bucks,106.0,
"Fri, Feb 3, 2023",7:00p,Charlotte Hornets,112.0,Detroit Pistons,118.0,
"Fri, Feb 3, 2023",7:00p,Sacramento Kings,104.0,Indiana Pacers,107.0,
"Fri, Feb 3, 2023",7:00p,Portland Trail Blazers,124.0,Washington Wizards,116.0,
"Fri, Feb 3, 2023",7:30p,Phoenix Suns,106.0,Boston Celtics,94.0,
"Fri, Feb 3, 2023",8:00p,Toronto Raptors,117.0,Houston Rockets,111.0,
"Fri, Feb 3, 2023",8:00p,Orlando Magic,127.0,Minnesota Timberwolves,120.0,
"Fri, Feb 3, 2023",8:00p,Philadelphia 76ers,137.0,San Antonio Spurs,125.0,
"Fri, Feb 3, 2023",9:00p,Atlanta Hawks,115.0,Utah Jazz,108.0,
"Sat, Feb 4, 2023",6:00p,Washington Wizards,123.0,Brooklyn Nets,125.0,
"Sat, Feb 4, 2023",6:00p,Los Angeles Lakers,126.0,New Orleans Pelicans,131.0,
"Sat, Feb 4, 2023",7:00p,Phoenix Suns,116.0,Detroit Pistons,100.0,
"Sat, Feb 4, 2023",7:00p,Los Angeles Clippers,134.0,New York Knicks,128.0,
"Sat, Feb 4, 2023",8:00p,Portland Trail Blazers,121.0,Chicago Bulls,129.0,
"Sat, Feb 4, 2023",8:00p,Miami Heat,115.0,Milwaukee Bucks,123.0,
"Sat, Feb 4, 2023",8:00p,Houston Rockets,121.0,Oklahoma City Thunder,153.0,
"Sat, Feb 4, 2023",8:30p,Dallas Mavericks,113.0,Golden State Warriors,119.0,
"Sat, Feb 4, 2023",9:00p,Atlanta Hawks,108.0,Denver Nuggets,128.0,
"Sun, Feb 5, 2023",1:00p,Orlando Magic,119.0,Charlotte Hornets,113.0,
"Sun, Feb 5, 2023",5:00p,Cleveland Cavaliers,122.0,Indiana Pacers,103.0,
"Sun, Feb 5, 2023",6:00p,Toronto Raptors,106.0,Memphis Grizzlies,103.0,
"Sun, Feb 5, 2023",6:00p,Philadelphia 76ers,97.0,New York Knicks,108.0,
"Sun, Feb 5, 2023",7:00p,Denver Nuggets,98.0,Minnesota Timberwolves,128.0,
"Sun, Feb 5, 2023",7:00p,Sacramento Kings,104.0,New Orleans Pelicans,136.0,
"Mon, Feb 6, 2023",7:00p,Boston Celtics,111.0,Detroit Pistons,99.0,
"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,114.0,Washington Wizards,91.0,
"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,124.0,Brooklyn Nets,116.0,
"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,104.0,Chicago Bulls,128.0,
"Mon, Feb 6, 2023",8:00p,Sacramento Kings,140.0,Houston Rockets,120.0,
"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,124.0,Utah Jazz,111.0,
"Mon, Feb 6, 2023",10:00p,Oklahoma City Thunder,114.0,Golden State Warriors,141.0,
"Mon, Feb 6, 2023",10:00p,Milwaukee Bucks,127.0,Portland Trail Blazers,108.0,
"Tue, Feb 7, 2023",7:00p,New York Knicks,102.0,Orlando Magic,98.0,
"Tue, Feb 7, 2023",7:30p,Phoenix Suns,116.0,Brooklyn Nets,112.0,
"Tue, Feb 7, 2023",7:30p,Atlanta Hawks,107.0,New Orleans Pelicans,116.0,
"Tue, Feb 7, 2023",8:00p,Chicago Bulls,89.0,Memphis Grizzlies,104.0,
"Tue, Feb 7, 2023",9:00p,Minnesota Timberwolves,112.0,Denver Nuggets,146.0,
"Tue, Feb 7, 2023",10:00p,Oklahoma City Thunder,133.0,Los Angeles Lakers,130.0,
"Wed, Feb 8, 2023",7:00p,Detroit Pistons,85.0,Cleveland Cavaliers,113.0,
"Wed, Feb 8, 2023",7:00p,Charlotte Hornets,104.0,Washington Wizards,118.0,
"Wed, Feb 8, 2023",7:30p,Philadelphia 76ers,99.0,Boston Celtics,106.0,
"Wed, Feb 8, 2023",7:30p,Indiana Pacers,111.0,Miami Heat,116.0,
"Wed, Feb 8, 2023",7:30p,San Antonio Spurs,98.0,Toronto Raptors,112.0,
"Wed, Feb 8, 2023",8:00p,Sacramento Kings,130.0,Houston Rockets,128.0,
"Wed, Feb 8, 2023",9:00p,Minnesota Timberwolves,143.0,Utah Jazz,118.0,
"Wed, Feb 8, 2023",10:00p,Dallas Mavericks,110.0,Los Angeles Clippers,104.0,
"Wed, Feb 8, 2023",10:00p,Golden State Warriors,122.0,Portland Trail Blazers,125.0,
"Thu, Feb 9, 2023",7:00p,Denver Nuggets,104.0,Orlando Magic,115.0,
"Thu, Feb 9, 2023",7:30p,Phoenix Suns,107.0,Atlanta Hawks,116.0,
"Thu, Feb 9, 2023",7:30p,Chicago Bulls,105.0,Brooklyn Nets,116.0,
"Thu, Feb 9, 2023",10:00p,Milwaukee Bucks,115.0,Los Angeles Lakers,106.0,
"Fri, Feb 10, 2023",7:00p,San Antonio Spurs,131.0,Detroit Pistons,138.0,
"Fri, Feb 10, 2023",7:00p,Phoenix Suns,117.0,Indiana Pacers,104.0,
"Fri, Feb 10, 2023",7:00p,New York Knicks,108.0,Philadelphia 76ers,119.0,
"Fri, Feb 10, 2023",7:30p,Charlotte Hornets,116.0,Boston Celtics,127.0,
"Fri, Feb 10, 2023",7:30p,Utah Jazz,122.0,Toronto Raptors,116.0,
"Fri, Feb 10, 2023",8:00p,Minnesota Timberwolves,107.0,Memphis Grizzlies,128.0,
"Fri, Feb 10, 2023",8:00p,Houston Rockets,95.0,Miami Heat,97.0,
"Fri, Feb 10, 2023",10:00p,Cleveland Cavaliers,118.0,New Orleans Pelicans,107.0,
"Fri, Feb 10, 2023",10:00p,Oklahoma City Thunder,138.0,Portland Trail Blazers,129.0,
"Fri, Feb 10, 2023",10:00p,Dallas Mavericks,122.0,Sacramento Kings,114.0,
"Fri, Feb 10, 2023",10:30p,Milwaukee Bucks,119.0,Los Angeles Clippers,106.0,
"Sat, Feb 11, 2023",6:00p,Philadelphia 76ers,101.0,Brooklyn Nets,98.0,
"Sat, Feb 11, 2023",7:00p,Denver Nuggets,119.0,Charlotte Hornets,105.0,
"Sat, Feb 11, 2023",7:00p,Miami Heat,107.0,Orlando Magic,103.0,
"Sat, Feb 11, 2023",7:00p,Indiana Pacers,113.0,Washington Wizards,127.0,
"Sat, Feb 11, 2023",7:30p,San Antonio Spurs,106.0,Atlanta Hawks,125.0,
"Sat, Feb 11, 2023",7:30p,Utah Jazz,120.0,New York Knicks,126.0,
"Sat, Feb 11, 2023",8:00p,Chicago Bulls,89.0,Cleveland Cavaliers,97.0,
"Sat, Feb 11, 2023",8:30p,Los Angeles Lakers,109.0,Golden State Warriors,103.0,
"Sat, Feb 11, 2023",10:00p,Dallas Mavericks,128.0,Sacramento Kings,133.0,
"Sun, Feb 12, 2023",2:00p,Memphis Grizzlies,109.0,Boston Celtics,119.0,
"Sun, Feb 12, 2023",3:00p,Detroit Pistons,118.0,Toronto Raptors,119.0,
"Mon, Feb 13, 2023",7:00p,Atlanta Hawks,138.0,Charlotte Hornets,144.0,
"Mon, Feb 13, 2023",7:00p,San Antonio Spurs,109.0,Cleveland Cavaliers,117.0,
"Mon, Feb 13, 2023",7:00p,Utah Jazz,123.0,Indiana Pacers,117.0,
"Mon, Feb 13, 2023",7:00p,Houston Rockets,104.0,Philadelphia 76ers,123.0,
"Mon, Feb 13, 2023",7:30p,Denver Nuggets,112.0,Miami Heat,108.0,
"Mon, Feb 13, 2023",7:30p,Brooklyn Nets,106.0,New York Knicks,124.0,
"Mon, Feb 13, 2023",8:00p,Orlando Magic,100.0,Chicago Bulls,91.0,
"Mon, Feb 13, 2023",8:00p,New Orleans Pelicans,103.0,Oklahoma City Thunder,100.0,
"Mon, Feb 13, 2023",8:30p,Minnesota Timberwolves,124.0,Dallas Mavericks,121.0,
"Mon, Feb 13, 2023",10:00p,Washington Wizards,126.0,Golden State Warriors,135.0,
"Mon, Feb 13, 2023",10:00p,Los Angeles Lakers,115.0,Portland Trail Blazers,127.0,
"Tue, Feb 14, 2023",7:30p,Boston Celtics,125.0,Milwaukee Bucks,131.0,
"Tue, Feb 14, 2023",7:30p,Orlando Magic,113.0,Toronto Raptors,123.0,
"Tue, Feb 14, 2023",9:00p,Sacramento Kings,109.0,Phoenix Suns,120.0,
"Tue, Feb 14, 2023",10:00p,Golden State Warriors,124.0,Los Angeles Clippers,134.0,
"Tue, Feb 14, 2023",10:00p,Washington Wizards,126.0,Portland Trail Blazers,101.0,
"Wed, Feb 15, 2023",7:00p,San Antonio Spurs,110.0,Charlotte Hornets,120.0,
"Wed, Feb 15, 2023",7:00p,Chicago Bulls,113.0,Indiana Pacers,117.0,
"Wed, Feb 15, 2023",7:30p,New York Knicks,122.0,Atlanta Hawks,101.0,
"Wed, Feb 15, 2023",7:30p,Detroit Pistons,109.0,Boston Celtics,127.0,
"Wed, Feb 15, 2023",7:30p,Miami Heat,105.0,Brooklyn Nets,116.0,
"Wed, Feb 15, 2023",7:30p,Cleveland Cavaliers,112.0,Philadelphia 76ers,118.0,
"Wed, Feb 15, 2023",8:00p,Utah Jazz,111.0,Memphis Grizzlies,117.0,
"Wed, Feb 15, 2023",8:00p,Houston Rockets,96.0,Oklahoma City Thunder,133.0,
"Wed, Feb 15, 2023",9:00p,Dallas Mavericks,109.0,Denver Nuggets,118.0,
"Wed, Feb 15, 2023",10:00p,New Orleans Pelicans,102.0,Los Angeles Lakers,120.0,
"Thu, Feb 16, 2023",7:30p,Milwaukee Bucks,112.0,Chicago Bulls,100.0,
"Thu, Feb 16, 2023",8:00p,Washington Wizards,114.0,Minnesota Timberwolves,106.0,
"Thu, Feb 16, 2023",10:00p,Los Angeles Clippers,116.0,Phoenix Suns,107.0,
"Thu, Feb 23, 2023",7:00p,Denver Nuggets,115.0,Cleveland Cavaliers,109.0,
"Thu, Feb 23, 2023",7:00p,Boston Celtics,142.0,Indiana Pacers,138.0,
"Thu, Feb 23, 2023",7:00p,Detroit Pistons,106.0,Orlando Magic,108.0,
"Thu, Feb 23, 2023",7:30p,Memphis Grizzlies,105.0,Philadelphia 76ers,110.0,
"Thu, Feb 23, 2023",7:30p,New Orleans Pelicans,110.0,Toronto Raptors,115.0,
"Thu, Feb 23, 2023",8:30p,San Antonio Spurs,116.0,Dallas Mavericks,142.0,
"Thu, Feb 23, 2023",9:00p,Oklahoma City Thunder,119.0,Utah Jazz,120.0,
"Thu, Feb 23, 2023",10:00p,Golden State Warriors,111.0,Los Angeles Lakers,124.0,
"Thu, Feb 23, 2023",10:00p,Portland Trail Blazers,116.0,Sacramento Kings,133.0,
"Fri, Feb 24, 2023",7:00p,New York Knicks,115.0,Washington Wizards,109.0,
"Fri, Feb 24, 2023",7:30p,Cleveland Cavaliers,119.0,Atlanta Hawks,136.0,
"Fri, Feb 24, 2023",7:30p,Miami Heat,99.0,Milwaukee Bucks,128.0,
"Fri, Feb 24, 2023",8:00p,Brooklyn Nets,87.0,Chicago Bulls,131.0,
"Fri, Feb 24, 2023",8:00p,Charlotte Hornets,121.0,Minnesota Timberwolves,113.0,
"Fri, Feb 24, 2023",10:00p,Houston Rockets,101.0,Golden State Warriors,116.0,
"Fri, Feb 24, 2023",10:00p,Oklahoma City Thunder,115.0,Phoenix Suns,124.0,
"Fri, Feb 24, 2023",10:30p,Sacramento Kings,176.0,Los Angeles Clippers,175.0,
"Sat, Feb 25, 2023",12:00p,Toronto Raptors,95.0,Detroit Pistons,91.0,
"Sat, Feb 25, 2023",7:00p,Miami Heat,103.0,Charlotte Hornets,108.0,
"Sat, Feb 25, 2023",7:00p,Indiana Pacers,121.0,Orlando Magic,108.0,
"Sat, Feb 25, 2023",7:30p,New Orleans Pelicans,106.0,New York Knicks,128.0,
"Sat, Feb 25, 2023",8:00p,Denver Nuggets,94.0,Memphis Grizzlies,112.0,
"Sat, Feb 25, 2023",8:30p,Boston Celtics,110.0,Philadelphia 76ers,107.0,
"Sat, Feb 25, 2023",9:00p,San Antonio Spurs,102.0,Utah Jazz,118.0,
"Sun, Feb 26, 2023",1:00p,Phoenix Suns,101.0,Milwaukee Bucks,104.0,
"Sun, Feb 26, 2023",3:00p,Brooklyn Nets,127.0,Atlanta Hawks,129.0,
"Sun, Feb 26, 2023",3:30p,Washington Wizards,82.0,Chicago Bulls,102.0,
"Sun, Feb 26, 2023",3:30p,Los Angeles Lakers,111.0,Dallas Mavericks,108.0,
"Sun, Feb 26, 2023",6:00p,Toronto Raptors,93.0,Cleveland Cavaliers,118.0,
"Sun, Feb 26, 2023",7:00p,Sacramento Kings,124.0,Oklahoma City Thunder,115.0,
"Sun, Feb 26, 2023",7:30p,Minnesota Timberwolves,104.0,Golden State Warriors,109.0,
"Sun, Feb 26, 2023",9:00p,Houston Rockets,114.0,Portland Trail Blazers,131.0,
"Sun, Feb 26, 2023",10:00p,Los Angeles Clippers,124.0,Denver Nuggets,134.0,
"Mon, Feb 27, 2023",7:00p,Detroit Pistons,106.0,Charlotte Hornets,117.0,
"Mon, Feb 27, 2023",7:00p,Miami Heat,101.0,Philadelphia 76ers,99.0,
"Mon, Feb 27, 2023",7:30p,Boston Celtics,94.0,New York Knicks,109.0,
"Mon, Feb 27, 2023",8:00p,Orlando Magic,101.0,New Orleans Pelicans,93.0,
"Tue, Feb 28, 2023",7:30p,Washington Wizards,119.0,Atlanta Hawks,116.0,
"Tue, Feb 28, 2023",7:30p,Milwaukee Bucks,118.0,Brooklyn Nets,104.0,
"Tue, Feb 28, 2023",7:30p,Los Angeles Lakers,109.0,Memphis Grizzlies,121.0,
"Tue, Feb 28, 2023",7:30p,Chicago Bulls,98.0,Toronto Raptors,104.0,
"Tue, Feb 28, 2023",8:00p,Denver Nuggets,133.0,Houston Rockets,112.0,
"Tue, Feb 28, 2023",8:00p,Sacramento Kings,123.0,Oklahoma City Thunder,117.0,
"Tue, Feb 28, 2023",8:30p,Indiana Pacers,124.0,Dallas Mavericks,122.0,
"Tue, Feb 28, 2023",9:00p,San Antonio Spurs,102.0,Utah Jazz,94.0,
"Tue, Feb 28, 2023",10:00p,Portland Trail Blazers,105.0,Golden State Warriors,123.0,
"Tue, Feb 28, 2023",10:00p,Minnesota Timberwolves,108.0,Los Angeles Clippers,101.0,
"Wed, Mar 1, 2023",7:00p,Phoenix Suns,105.0,Charlotte Hornets,91.0,
"Wed, Mar 1, 2023",7:00p,Chicago Bulls,117.0,Detroit Pistons,115.0,
"Wed, Mar 1, 2023",7:30p,Cleveland Cavaliers,113.0,Boston Celtics,117.0,
"Wed, Mar 1, 2023",7:30p,Philadelphia 76ers,119.0,Miami Heat,96.0,
"Wed, Mar 1, 2023",7:30p,Brooklyn Nets,118.0,New York Knicks,142.0,
"Wed, Mar 1, 2023",8:00p,Memphis Grizzlies,113.0,Houston Rockets,99.0,
"Wed, Mar 1, 2023",8:00p,Orlando Magic,117.0,Milwaukee Bucks,139.0,
"Wed, Mar 1, 2023",8:00p,Los Angeles Lakers,123.0,Oklahoma City Thunder,117.0,
"Wed, Mar 1, 2023",10:00p,New Orleans Pelicans,121.0,Portland Trail Blazers,110.0,
"Thu, Mar 2, 2023",7:00p,Toronto Raptors,108.0,Washington Wizards,119.0,
"Thu, Mar 2, 2023",7:30p,Philadelphia 76ers,126.0,Dallas Mavericks,133.0,
"Thu, Mar 2, 2023",8:30p,Indiana Pacers,99.0,San Antonio Spurs,110.0,
"Thu, Mar 2, 2023",10:00p,Los Angeles Clippers,91.0,Golden State Warriors,115.0,
"Fri, Mar 3, 2023",7:00p,Orlando Magic,117.0,Charlotte Hornets,106.0,
"Fri, Mar 3, 2023",7:30p,Portland Trail Blazers,111.0,Atlanta Hawks,129.0,
"Fri, Mar 3, 2023",7:30p,Brooklyn Nets,115.0,Boston Celtics,105.0,
"Fri, Mar 3, 2023",8:00p,Phoenix Suns,125.0,Chicago Bulls,104.0,
"Fri, Mar 3, 2023",8:00p,New York Knicks,122.0,Miami Heat,120.0,
"Fri, Mar 3, 2023",8:00p,Utah Jazz,103.0,Oklahoma City Thunder,130.0,
"Fri, Mar 3, 2023",10:00p,Memphis Grizzlies,97.0,Denver Nuggets,113.0,
"Fri, Mar 3, 2023",10:00p,New Orleans Pelicans,99.0,Golden State Warriors,108.0,
"Fri, Mar 3, 2023",10:00p,Los Angeles Clippers,127.0,Sacramento Kings,128.0,
"Fri, Mar 3, 2023",10:30p,Minnesota Timberwolves,110.0,Los Angeles Lakers,102.0,
"Sat, Mar 4, 2023",5:00p,Toronto Raptors,116.0,Washington Wizards,109.0,
"Sat, Mar 4, 2023",7:30p,Detroit Pistons,90.0,Cleveland Cavaliers,114.0,
"Sat, Mar 4, 2023",8:00p,Atlanta Hawks,109.0,Miami Heat,117.0,
"Sat, Mar 4, 2023",8:00p,Houston Rockets,122.0,San Antonio Spurs,110.0,
"Sat, Mar 4, 2023",8:30p,Philadelphia 76ers,133.0,Milwaukee Bucks,130.0,
"Sat, Mar 4, 2023",10:00p,Minnesota Timberwolves,138.0,Sacramento Kings,134.0,
"Sun, Mar 5, 2023",1:00p,Phoenix Suns,130.0,Dallas Mavericks,126.0,
"Sun, Mar 5, 2023",3:30p,Indiana Pacers,125.0,Chicago Bulls,122.0,
"Sun, Mar 5, 2023",3:30p,Golden State Warriors,105.0,Los Angeles Lakers,113.0,
"Sun, Mar 5, 2023",6:00p,Charlotte Hornets,86.0,Brooklyn Nets,102.0,
"Sun, Mar 5, 2023",6:00p,Portland Trail Blazers,122.0,Orlando Magic,119.0,
"Sun, Mar 5, 2023",7:00p,San Antonio Spurs,110.0,Houston Rockets,142.0,
"Sun, Mar 5, 2023",7:00p,Utah Jazz,119.0,Oklahoma City Thunder,129.0,
"Sun, Mar 5, 2023",7:30p,New York Knicks,131.0,Boston Celtics,129.0,
"Sun, Mar 5, 2023",7:30p,Milwaukee Bucks,117.0,Washington Wizards,111.0,
"Sun, Mar 5, 2023",10:00p,Memphis Grizzlies,129.0,Los Angeles Clippers,135.0,
"Mon, Mar 6, 2023",7:00p,Boston Celtics,114.0,Cleveland Cavaliers,118.0,
"Mon, Mar 6, 2023",7:00p,Portland Trail Blazers,110.0,Detroit Pistons,104.0,
"Mon, Mar 6, 2023",7:00p,Philadelphia 76ers,147.0,Indiana Pacers,143.0,
"Mon, Mar 6, 2023",7:30p,Atlanta Hawks,128.0,Miami Heat,130.0,
"Mon, Mar 6, 2023",9:00p,Toronto Raptors,113.0,Denver Nuggets,118.0,
"Mon, Mar 6, 2023",10:00p,New Orleans Pelicans,108.0,Sacramento Kings,123.0,
"Tue, Mar 7, 2023",7:00p,Washington Wizards,119.0,Detroit Pistons,117.0,
"Tue, Mar 7, 2023",7:00p,Milwaukee Bucks,134.0,Orlando Magic,123.0,
"Tue, Mar 7, 2023",7:30p,Philadelphia 76ers,117.0,Minnesota Timberwolves,94.0,
"Tue, Mar 7, 2023",7:30p,Charlotte Hornets,112.0,New York Knicks,105.0,
"Tue, Mar 7, 2023",8:00p,Brooklyn Nets,118.0,Houston Rockets,96.0,
"Tue, Mar 7, 2023",8:00p,Golden State Warriors,128.0,Oklahoma City Thunder,137.0,
"Tue, Mar 7, 2023",8:30p,Utah Jazz,116.0,Dallas Mavericks,120.0,
"Tue, Mar 7, 2023",10:00p,Memphis Grizzlies,103.0,Los Angeles Lakers,112.0,
"Wed, Mar 8, 2023",7:00p,Atlanta Hawks,122.0,Washington Wizards,120.0,
"Wed, Mar 8, 2023",7:30p,Portland Trail Blazers,93.0,Boston Celtics,115.0,
"Wed, Mar 8, 2023",7:30p,Cleveland Cavaliers,104.0,Miami Heat,100.0,
"Wed, Mar 8, 2023",7:30p,Dallas Mavericks,106.0,New Orleans Pelicans,113.0,
"Wed, Mar 8, 2023",9:00p,Chicago Bulls,117.0,Denver Nuggets,96.0,
"Wed, Mar 8, 2023",9:00p,Oklahoma City Thunder,101.0,Phoenix Suns,132.0,
"Wed, Mar 8, 2023",10:00p,Toronto Raptors,100.0,Los Angeles Clippers,108.0,
"Thu, Mar 9, 2023",7:00p,Charlotte Hornets,113.0,Detroit Pistons,103.0,
"Thu, Mar 9, 2023",7:00p,Houston Rockets,125.0,Indiana Pacers,134.0,
"Thu, Mar 9, 2023",7:00p,Utah Jazz,131.0,Orlando Magic,124.0,
"Thu, Mar 9, 2023",7:30p,Golden State Warriors,110.0,Memphis Grizzlies,131.0,
"Thu, Mar 9, 2023",8:00p,Brooklyn Nets,113.0,Milwaukee Bucks,118.0,
"Thu, Mar 9, 2023",10:00p,New York Knicks,117.0,Sacramento Kings,122.0,
"Fri, Mar 10, 2023",7:00p,Portland Trail Blazers,119.0,Philadelphia 76ers,120.0,
"Fri, Mar 10, 2023",7:00p,Atlanta Hawks,114.0,Washington Wizards,107.0,
"Fri, Mar 10, 2023",8:00p,Cleveland Cavaliers,115.0,Miami Heat,119.0,
"Fri, Mar 10, 2023",8:00p,Brooklyn Nets,124.0,Minnesota Timberwolves,123.0,
"Fri, Mar 10, 2023",8:00p,Denver Nuggets,120.0,San Antonio Spurs,128.0,
"Fri, Mar 10, 2023",10:30p,Toronto Raptors,112.0,Los Angeles Lakers,122.0,
"Sat, Mar 11, 2023",4:00p,New York Knicks,95.0,Los Angeles Clippers,106.0,
"Sat, Mar 11, 2023",7:00p,Utah Jazz,119.0,Charlotte Hornets,111.0,
"Sat, Mar 11, 2023",7:00p,Indiana Pacers,121.0,Detroit Pistons,115.0,
"Sat, Mar 11, 2023",7:00p,Miami Heat,114.0,Orlando Magic,126.0,
"Sat, Mar 11, 2023",7:30p,Boston Celtics,134.0,Atlanta Hawks,125.0,
"Sat, Mar 11, 2023",8:00p,Chicago Bulls,119.0,Houston Rockets,111.0,
"Sat, Mar 11, 2023",8:00p,Dallas Mavericks,108.0,Memphis Grizzlies,112.0,
"Sat, Mar 11, 2023",8:30p,Milwaukee Bucks,116.0,Golden State Warriors,125.0,
"Sat, Mar 11, 2023",8:30p,Oklahoma City Thunder,110.0,New Orleans Pelicans,96.0,
"Sat, Mar 11, 2023",9:00p,Sacramento Kings,128.0,Phoenix Suns,119.0,
"Sun, Mar 12, 2023",3:30p,Brooklyn Nets,122.0,Denver Nuggets,120.0,
"Sun, Mar 12, 2023",5:00p,Cleveland Cavaliers,114.0,Charlotte Hornets,108.0,
"Sun, Mar 12, 2023",6:00p,Washington Wizards,93.0,Philadelphia 76ers,112.0,
"Sun, Mar 12, 2023",7:00p,Portland Trail Blazers,110.0,New Orleans Pelicans,127.0,
"Sun, Mar 12, 2023",7:00p,Oklahoma City Thunder,102.0,San Antonio Spurs,90.0,
"Sun, Mar 12, 2023",9:00p,New York Knicks,112.0,Los Angeles Lakers,108.0,
"Mon, Mar 13, 2023",7:00p,Indiana Pacers,97.0,Detroit Pistons,117.0,
"Mon, Mar 13, 2023",7:30p,Minnesota Timberwolves,136.0,Atlanta Hawks,115.0,
"Mon, Mar 13, 2023",7:30p,Memphis Grizzlies,104.0,Dallas Mavericks,88.0,
